Name,Street Address,City,State,Zipcode,Latitude,Longitude,Category
Seaforth And Area Museum,72 Main Street S,Huron East,ON,N0K 1W0,43.5514984,-81.3947517,museum
Th¨¦atre De Rougemont,370 Rang De La Montagne,Rougemont,QC,J0L 1M0,45.46684,-73.087518,theatre/performance and concert hall
Whistler Museum And Archives Society,4333 Main St,Whistler,BC,V0N 1B4,50.11761825,-122.9568845,museum
Salle Desjardins - Carrefour Culturel Estacade,580 Rue Maclaren,Gatineau,QC,J8L 2W1,45.587371,-75.400796,theatre/performance and concert hall
Provincial Resource Library,125 Allandale Road,St. John's,NL,A1B 3A3,47.57572975,-52.7295313,library or archives
Canadian Fly Fishing Museum Inc.,650 De-La-Cour,Waterloo,QC,J0E 2N0,45.3433515,-72.5140845,museum
Montague Twp,6547 Roger Drive On,Montague,ON,K7A 4W6,44.93958493,-75.97066605,library or archives
Biblioth¨¨que Emma-Duclos,232 Royale Avenue,Saint Tite des Caps,QC,G0A 4J0,47.1376428,-70.775862,library or archives
Touchstones Nelson: Museum of Art And History,502 Vernon Street,Nelson,BC,V1L 4E7,49.4928566,-117.2947616,museum
Biblioth¨¨que De Sainte-Angele-De-Merici,23 Rue De-La-Fabrique,Sainte Ang¨¨le de M¨¦rici,QC,G0J 2H0,48.5265682,-68.0825731,library or archives
University of Lethbridge Theatre,4401 University Dr W,Lethbridge,AB,,49.67767478,-112.8601638,theatre/performance and concert hall
Saddletowne Library,7556 Falconridge Bl Ne,Calgary,AB,T3J 0C9,51.1196709,-113.9485092,library or archives
Victoria North Regional Library,36243 Cabot,"Victoria, Subd. A",NS,B0C 1K0,46.690508,-60.381538,library or archives
Biblioth¨¨que Publique De Metabetchouan,87 Rue St-Andre,M¨¦tabetchouan  Lac ¨¤ la Croix,QC,G8G 1Z2,48.4281864,-71.8718127,library or archives
Club Soda,1225 Boul St-Laurent,Montr¨¦al,QC,H2X 2S6,45.50956,-73.562834,theatre/performance and concert hall
Biblioth¨¨que Municipale Claire-Lazure (Saint-Michel),440 Saint-Michel Place,Saint Michel,QC,J0L 2J0,45.2347608,-73.5714268,library or archives
Northumberland Fisheries Museum & Heritage Association,21 Caladh Avenue,Pictou,NS,B0K 1H0,45.67497884,-62.70819546,museum
Scottsdale Library,650 Scottsdale Dr,Guelph,ON,,43.51467814,-80.23760755,library or archives
Aluna Theatre,1 Wiltshire Ave,Toronto,ON,M6N 2V7,43.66750441,-79.44976222,theatre/performance and concert hall
Cole Harbour Rural Heritage Society,471 Poplar Dr,Halifax,NS,B2W 4L2,44.67246845,-63.49997644,museum
White Fox Public Library,301 Elinor Street,White Fox,SK,S0J 3B0,53.4492949,-104.085676,library or archives
Toronto's First Post Office,260 Adelaide St E,Toronto,ON,M5A 1N1,43.65191957,-79.37053975,museum
Biblioth¨¨que Publique Saint-David-De-Falardeau,124 Boul St-David,Saint David de Falardeau,QC,G0V 1C0,48.620786,-71.1106647,library or archives
Alberni Valley Museum,4255 Wallace St,Port Alberni,BC,V9Y 3Y6,49.2512699,-124.7965195,museum
Canadian Music Centre (BC Region),837 Davie St,Vancouver,BC,V6Z 1B7,49.278055,-123.127484,museum
Sidney/North Saanich Branch,10091 Resthaven Drive,Sidney,BC,V8L 3G3,48.655232,-123.402751,library or archives
Treitz Haus,10 Bendview Crt,Moncton,NB,E1C OH7,46.08933597,-64.77116742,heritage or historic site
Hedley Heritage Museum Society,712 Daly Avenue,Okanagan Similkameen G,BC,V0X 1K0,49.3591867,-120.0777073,museum
The Duke Hunt Historical Museum,3218 Rosslyn Road,Thunder Bay,ON,P7K 0T4,48.3624993,-89.3110982,museum
Heritage Winnipeg Corporation,63 Albert St,Winnipeg,MB,R3B 1G4,49.8961165,-97.1402785,heritage or historic site
Native Art Gallery,46263 Yale Rd,Chilliwack,BC,V2P 2P5,49.17243762,-121.9486252,gallery
Coleman Twp,937907 Marsh Road,Coleman,ON,P0J 1C0,47.3742552,-79.7595737,library or archives
Maclachlan Woodworking Museum,2993 2 Hwy,Kingston,ON,,44.29637463,-76.3140067,museum
Krachel Art,329 Devoy Street,New Westminster,BC,,49.2265597,-122.9016336,artist
Morningstar Mill,2714 Decew Rd,St. Catharines,ON,,43.11024472,-79.26444937,museum
Innisfail & District Historical Village,5139 42 St,Innisfail,AB,T4G 1S7,52.0200715,-113.9464303,heritage or historic site
Leduc Public Library,2 Alexandra Park,Edmonton,AB,T9E 4C4,53.5812954,-113.5572659,library or archives
Little White Schoolhouse The,20 Arthur Street,Truro,NS,B2N 1X5,45.36029383,-63.28867917,art or cultural centre
Centre D'Initiation Au Patrimoine - La Grande Ferme,800 Chemin Du-Cap Tourmente,Saint Joachim,QC,G0A 3X0,47.0538,-70.818067,art or cultural centre
Sunbury Shores Arts & Nature Centre Inc.,139 Water St,Saint Andrews,NB,E5B 1A7,45.07455325,-67.05533965,gallery
Mus¨¦e St-¨¦phrem,351 Mgr Desmarais,Upton,QC,J0H 2E0,45.65163055,-72.69268642,museum
Mosa?q Multicultural Festival,120 Assomption Blvd,Moncton,NB,E1C 0R9,46.08673523,-64.77462409,festival site
Biblioth¨¨que Louis-Ange-Santerre,500 Jolliet Avenue,Sept ?les,QC,G4R 2B4,50.2122692,-66.3780925,library or archives
Simcoe County Museum,1151 26 Hwy,Springwater,ON,L9X 0Z7,44.4464555,-79.843818,museum
Centre D'Art Maison Routhier,3325 Rue Rochambeau,Qu¨¦bec,QC,,46.76873364,-71.31976463,art or cultural centre
Vieille Prison De Trois-Rivi¨¨res (Mus¨¦e Pop),200 Rue Laviolette,Trois Rivi¨¨res,QC,G9A 6L5,46.344698,-72.540027,museum
Mus¨¦e Des Ab¨¦nakis,108 Rue Waban-Aki,Odanak,QC,J0G 1H0,46.071087,-72.821653,museum
Peter Kiss Gallery,1327 Railspur Alley,Vancouver,BC,V6H 4G9,49.2701374,-123.1337947,gallery
Parc Historique Pointe-Du-Moulin,2500 Boulevard Don Quichotte,Notre Dame de l'?le Perrot,QC,J7V 7P2,45.365401,-73.871764,museum
International Mask Festival Masq'Alors!,162 Rue Miquelon,Saint Camille,QC,,45.684894,-71.702284,festival site
Crichton St Gallery,299 Crichton St,Ottawa,ON,K1M 1W3,45.43891242,-75.68026047,gallery
Arteclectica Gallery,9472 Waska St,Langley,BC,,49.17478795,-122.5857293,gallery
Timber Village Museum,180 Leacock Street,Blind River,ON,P0R 1B0,46.1841032,-82.940634,museum
Allan Macpherson House (The),180 Elizabeth Street,Greater Napanee,ON,K7R 1B5,44.2538229,-76.94553515,heritage or historic site
Biblioth¨¨que De Saint-Aim¨¦-Du-Lac-Des-?les,871 Chemin Diotte,Saint Aim¨¦ du Lac des ?les,QC,J0W 1J0,46.4038982,-75.5274635,library or archives
Biblioth¨¨que Jean-Charles-Des Roches,2945 Boul Du-Cure,Pr¨¦vost,QC,J0R 1T0,45.8624339,-74.0703816,library or archives
Baldwin Twp,11 Spooner St,Baldwin,ON,P0P 1M0,46.2865214,-81.7553371,library or archives
Festival Le Riverain,4 Chemin Du-Lac,Saint Mathieu de Rioux,QC,,48.15333,-69.012107,festival site
High Park & Ampitheatre,1873 Bloor St W,Toronto,ON,,43.65357814,-79.46408994,theatre/performance and concert hall
Campbell River And District Public Art Gallery,1235 Shoppers Row,Campbell River,BC,V9W 2C7,50.0272188,-125.244825,gallery
Truro Library,754 Prince Street,Truro,NS,B2N 1G9,45.364819,-63.278445,library or archives
Le Nouveau Th¨¦atre De L'?le D'Orl¨¦ans,1721 Ch Royal,Saint Pierre de l'?le d'Orl¨¦ans,QC,G0A 4E0,46.907244,-71.050336,theatre/performance and concert hall
Montr¨¦al International Documentary Festival (Ridm),335 Boul De-Maisonneuve E,Montr¨¦al,QC,H2X 1K1,45.513831,-73.562616,festival site
Biblioth¨¨que Francine-Mckenzie,100 Centre Place,L¨¦vis,QC,G6Z 3B9,46.7254916,-71.2149194,library or archives
Guelph Public Library,100 Norfolk St,Guelph,ON,,43.54575597,-80.25294729,library or archives
Biblioth¨¨que De Aumond,664 Rue Principale,Aumond,QC,J0W 1W0,46.4673595,-75.8951397,library or archives
Art Gallery of Hamilton,123 King St W,Hamilton,ON,L8N 1A9,43.25724132,-79.87240737,gallery
Heritage House Museum,11 Old Road,Smiths Falls,ON,K7A 4T6,44.8916604,-76.0055317,museum
Ozias Leduc En Mauricie - National Historic Site of Canada,825 Ozias Av,Shawinigan,QC,G9P 1E1,46.527856,-72.751052,museum
Th¨¦atre Du Palais Municipal,1831 6E Avenue,Saguenay,QC,G7B 1S1,48.32865,-70.888105,theatre/performance and concert hall
Sum Gallery,268 Keefer St,Vancouver,BC,V6A 1X5,49.279234,-123.098127,gallery
South River-Machar Union,63 Marie Street,South River,ON,P0A 1X0,45.8410246,-79.3831402,library or archives
Mus¨¦e Des Cultures Du Monde,900 Boul Louis Fr¨¦chette,Nicolet,QC,J3T 1V5,46.232868,-72.610196,museum
Biblioth¨¨que Marie-Didace,3015 Des-Loisirs Place,Sorel Tracy,QC,J3R 5S5,46.0186591,-73.1493994,library or archives
Alberta Sports Hall of Fame & Museum,6300 Cronquist Dr,Red Deer,AB,,52.26207835,-113.8540778,museum
Biblioth¨¨que Adrien-Lambert (Saint-Janvier-De-Joly),729 Rue Des-Loisirs,Saint Janvier de Joly,QC,G0S 1M0,46.4846964,-71.6642259,library or archives
Samson V Museum,900 Quayside Dr,New Westminster,BC,,49.19955079,-122.9117624,museum
Mus¨¦e De Saint Isidore Inc.,3942 Boul Des-Fondateurs,Saint Isidore,NB,E8M 1C2,47.5513112,-65.0626781,museum
Biblioth¨¨que Gabrielle-Bernard-Dube (Carleton-Sur-Mer),774 Boul Perron,Carleton sur Mer,QC,G0C 1J0,48.1014388,-66.1076563,library or archives
Brockville,23 Buell Street,Brockville,ON,K6V 5T7,44.5893517,-75.68625582,library or archives
Iroquois Falls,725 Synagogue Avenue,Iroquois Falls,ON,P0K 1G0,48.7616513,-80.6820284,library or archives
Galerie Du Rift,42 Rue Sainte-Anne,Ville Marie,QC,J9V 2B7,47.331051,-79.438874,gallery
Hmcs Alberni Museum And Memorial,625 Cliffe Avenue,Courtenay,BC,V9N 2J6,49.67335115,-124.9835852,museum
Bibliotheque Commemorative Desautels,1801 Du-Pont,Marieville,QC,J3M 1J7,45.433167,-73.159199,library or archives
Biblioth¨¨que Municipale De Sainte-Anne-De-Sabrevois,1218 133 Route,Sainte Anne de Sabrevois,QC,J0J 2G0,45.2071854,-73.2290421,library or archives
Adams & Kennedy - the Wood Source,6178 Mitch Road,Ottawa,ON,,45.255888,-75.620936,heritage or historic site
Carlton Cinemas (Magic Lantern Theatres),20 Carlton St,Toronto,ON,M5B 2H5,43.6616304,-79.38157676,theatre/performance and concert hall
Africville Heritage Trust Society,5795 Africville Rd,Halifax,NS,B3K 2R9,44.6738443,-63.61948353,art or cultural centre
Biblioth¨¨que Allison-Aubut (Perce),1062 Route 132 Est,Perc¨¦,QC,G0C 1A0,48.5243003,-64.2127129,library or archives
North West Mounted Police Barracks,609 8 Street,Canmore,AB,T1W 2B1,51.08903295,-115.3564559,museum
Biblioth¨¨que De Saint-Mathieu-Du-Parc (Micheline H.-Gelinas),600 Chemin Saint-Marc,Saint Mathieu du Parc,QC,G0X 1N0,46.5729402,-72.9232651,library or archives
Peterborough Museum & Archives,300 Hunter Street East,Peterborough,ON,K9J 6Y5,44.3080783,-78.3016576,museum
Biblioth¨¨que Municipale De Massueville/Saint-Aime,846 Rue De-L'¨¦glise,Massueville,QC,J0G 1K0,45.9103355,-72.9314792,library or archives
Lester-Garland House,41 West St,Trinity (Trinity Bay),NL,A0C 2S0,48.369878,-53.359843,museum
"Bibliotheque Municipale, Fonds De Solidarite Ftq (Matane)",520 Saint-Jer?me Avenue,Matane,QC,G4W 3B5,48.848879,-67.5299239,library or archives
Artistic Homes Ltd,2824 Mckenney Cres,Prince George,BC,,53.97402481,-122.7941696,artist
Mount Dennis,1123 Weston Road,Toronto,ON,M6N 3S3,43.68658148,-79.48825926,library or archives
Ago Art Rental  Sales Gallery,481 University Ave,Toronto,ON,M5G 2H4,43.65524442,-79.387749,gallery
Biblioth¨¨que De Saint-Zenon (Daniele-Bruneau),6191 Rue Principale,Saint Z¨¦non,QC,J0K 3N0,46.5619761,-73.8181951,library or archives
Karen Franzen's Gallery,3 Wembley Dr,Toronto,ON,M4L 3C9,43.6765096,-79.31788817,gallery
Canadian Museum of Indian Civilization Inc.,8640 Yonge St,Vaughan,ON,L4C 6Z4,43.834586,-79.4290184,museum
Bibliotheque Municipale De Saint-Honore-De-Chicoutimi,100 Rue Paul,Saint Honor¨¦,QC,G0V 1L0,48.5351373,-71.0855172,library or archives
Melfort Public Library,106 Crawford Ave W,Melfort,SK,S0E 1A0,52.8645033,-104.6184352,library or archives
Sydney Mines Heritage Museum,159 Legatto Street,Cape Breton,NS,B1V 2Y4,46.24505251,-60.23294964,museum
The Hudson's Bay Company Gallery,401 Bay St,Toronto,ON,M5H 2Y4,43.65178143,-79.38111327,gallery
Coldstream Library,10227 Ilderton Road,Middlesex Centre,ON,,43.01484179,-81.50037237,library or archives
Bibliotheque Du Secteur L'Acadie,484 Chemin Du-Grand,Saint Jean sur Richelieu,QC,J2Y 1C9,45.3171986,-73.3451238,library or archives
Canadian Drilling Rig Museum Inc.,259 Kohler Road,Haldimand County,ON,N0A 1P0,42.81933883,-79.90449335,museum
Festival Jazz &#38; Blues De Saguenay,460 Rue Racine E,Saguenay,QC,G7H 1T7,48.428524,-71.053758,festival site
Mus¨¦e Louis-H¨¦mon,700 Maria Chapdelaine Route,P¨¦ribonka,QC,G0W 2G0,48.753323,-72.013411,museum
Japanese Canadian Cultural Centre,6 Garamond Crt,Toronto,ON,M3C 1Z5,43.72597268,-79.33407036,art or cultural centre
"Leonard & Bina Ellen Art Gallery, Concordia University",165 Boulevard Montr¨¦al Ouest,Montr¨¦al,QC,H3G 1M8,45.5,-73.58,gallery
Chambly Beer Festival,2 Rue De-Richelieu,Chambly,QC,J3L 2B9,45.449205,-73.276957,festival site
Chinguacousy Branch,150 Central Park Dr,Brampton,ON,,43.71822491,-79.71897493,library or archives
Biblioth¨¨que Jeanne-D'Arc-Ru?l,4795 263 Route,Sainte Prax¨¨de,QC,G0N 1E1,45.9013401,-71.2558774,library or archives
Princess of Wales Theatre,300 King St W,Toronto,ON,M5V 1J2,43.64705418,-79.38932271,theatre/performance and concert hall
Pender Island Public Library,4407 Bedwell Road,Southern Gulf Islands,BC,V0N 2M0,48.797561,-123.281938,library or archives
Festival Country-Western De Saint-Gabriel,103 Rue Leblanc Saint-Gabriel,Saint Gabriel de Rimouski,QC,G0K 1M0,48.422003,-68.175184,festival site
Fort Heritage Precinct,10006 100 Avenue,Fort Saskatchewan,AB,T8L 1V9,53.7158954,-113.199493,heritage or historic site
Biblioth¨¨que De Saint-Eugene,1063 De-L'¨¦glise Rang,Saint Eug¨¨ne,QC,J0C 1J0,45.8065075,-72.7015838,library or archives
Espace Ren¨¦-Provost,39 Rue Leduc,Gatineau,QC,J8X 3A3,45.426701,-75.718321,theatre/performance and concert hall
Courtenay & District Museum And Palaeontology Centre,207 4Th St,Courtenay,BC,V9N 1G7,49.6921529,-124.9983844,museum
Bibliotheque Secteur Gentilly,1920 Boul Becancour,B¨¦cancour,QC,G9H 3V3,46.4037515,-72.2735766,library or archives
Harley Twp,903303 Hanbury Rd,Harley,ON,P0J 1P0,47.5952873,-79.6698679,library or archives
The Fundy Gallery of Art,120 Mcdonald Street,Saint John,NB,,45.28718454,-66.0289544,gallery
Crowsnest Historical Society,7701 18 Ave,Crowsnest Pass,AB,T0K 0M0,49.6348617,-114.5026035,museum
The Canadian Museum of History's Christmas Market,100 Rue Laurier,Gatineau,QC,K1A 0M8,45.430163,-75.709173,museum
Place Bell,1950 Rue Claude Gagn¨¦,Laval,QC,H7N 0E4,45.555977,-73.721707,theatre/performance and concert hall
Stewart Museum -Stewart Historical Society,702 Brightwell Street,Stewart,BC,V0T 1W0,55.9342563,-129.991175,museum
Saskatchewan Science Centre,2903 Powerhouse Drive,Regina,SK,S4N 0A1,50.43290385,-104.5943099,museum
Tom Thomson Art Gallery,840 1St Ave W,Owen Sound,ON,N4K 4K4,44.56440615,-80.94506716,gallery
Mission,4105 Gordon Dr,Kelowna,BC,V1W 4Z1,49.83498,-119.482978,library or archives
Van Egmond House Museum,80 Kippen Road,Huron East,ON,N0K 1G0,43.5391749,-81.4056652,museum
Caf¨¦ Culturel De La Chasse-Galerie,1255 Rue Notre-Dame,Lavaltrie,QC,J5T 1R7,45.882828,-73.278927,theatre/performance and concert hall
Yorkville,22 Yorkville Ave,Toronto,ON,M4W 1L4,43.67182593,-79.38864444,library or archives
Normandy Hall Dnd,346 Ontario St,Kingston,ON,,44.23462003,-76.47780057,heritage or historic site
Wall Space Gallery (Westboro),358 Richmond Rd,Ottawa,ON,K2A 0E8,45.39135764,-75.75446922,gallery
Prince Twp Public Library,3042 Second Line West,Prince,ON,P6A 6K4,46.53501297,-84.50258535,library or archives
Orangedale Station Museum,1428 Orangedale Rd,"Inverness, Subd. C",NS,B0E 2K0,45.90051596,-61.09342119,museum
Biblioth¨¨que De Saint-¨¦loi,456 Rue Principale,Saint ¨¦loi,QC,G0L 2V0,48.040212,-69.2241296,library or archives
Movies Under the Stars,100 Commuter Drive,Brampton,ON,L7A 0G2,43.67679866,-79.82394398,festival site
Canadian Potato Museum,1 Dewar Lane,O'Leary,PE,C0B 1V0,46.7035187,-64.234657,museum
C.O. Card Home,337 Main Street,Cardston County,AB,T0K 0K0,49.1741508,-113.4545181,museum
Biblioth¨¨que De Manawan,470 Rue Otapi,Manawan,QC,J0K 1M0,47.2153306,-74.386577,library or archives
De Marinis (Dma) Inc.,56 Bentley Ave,Ottawa,ON,K2E 6T8,45.3331878,-75.71704234,heritage or historic site
Spao Centre Gallery,77 Pamilla St,Ottawa,ON,K1S 3K7,45.3996685,-75.7081875,gallery
The Bata Shoe Museum,327 Bloor St W,Toronto,ON,M5S 1W7,43.6672408,-79.40015162,museum
Saskatchewan Arts Board Permanent Collection,200 Lakeshore Drive,Regina,SK,S4S 7L3,50.4283256,-104.5978341,gallery
Abc Heritage Preschool And Child Care,7949 208 St,Langley,BC,,49.14709735,-122.6467963,heritage or historic site
Festival Du Boeuf D'Inverness,1910 Chemin Dublin,Inverness,QC,G0S 1K0,46.255113,-71.513177,festival site
Hantsport Public Library,10 Main Street,West Hants,NS,B0P 1P0,45.065458,-64.180117,library or archives
French Shore Interpretation Centre,106 Martinique Dr,Conche,NL,A0K 1Y0,50.8900658,-55.8925904,art or cultural centre
Famous Players Limited Partnership (Theatre),20090 91A Ave,Langley,BC,,49.16790012,-122.6652397,theatre/performance and concert hall
Munster,7749 Bleeks,Ottawa,ON,K0A 3P0,45.165199,-75.939102,library or archives
Mill Street Library,1 Mill St,Orangeville,ON,,43.9193,-80.0958,library or archives
David M. Adams,302 Fifth Street,New Westminster,BC,,49.20940208,-122.914006,artist
Capucins Du Qu¨¦bec: D¨¦partement D'Archives Provincial,3650 Boulevard De La Rousseli¨¨re,Montr¨¦al,QC,H1A 2X9,45.5905994,-73.6465916,library or archives
Killarney Centennial Museum,29 Commissioner St,Killarney,ON,P0M 2A0,45.9729034,-81.5153861,museum
Torbay Museum,1288 Torbay Road,Torbay,NL,A1K 1K4,47.6570189,-52.7292687,museum
Biblioth¨¨que L¨¦on-Maurice-C?te,52 Rue Du-Pont,Bedford,QC,J0J 1A0,45.1241799,-72.9888966,library or archives
Festival New Country Brome,345 Ch Stagecoach,Brome,QC,J0E 1K0,45.191035,-72.565556,festival site
Succursale Du Secteur De Saint-Augustin,15005 Rue Des-Saules,Mirabel,QC,J7N 1Z9,45.6335427,-73.9825298,library or archives
Biblioth¨¨que De Rougemont,839 Principale,Rougemont,QC,J0L 1M0,45.4374339,-73.0555726,library or archives
Armstrong Spallumcheen Museum And Arts Society,3415 Pleasant Road,Armstrong,BC,V0E 1B0,50.44777751,-119.1963924,museum
Puslinch Branch Library,29 Wellington Road 46 South,Puslinch,ON,,43.4727096,-80.15203595,library or archives
Cvc Lanaudi¨¨re - Th¨¦atre Du Golf,2650 Rte Louis-Cyr,Saint Jean de Matha,QC,J0K 2S0,46.2912081,-73.5620699,theatre/performance and concert hall
Artspeak Gallery,233 Carrall St,Vancouver,BC,V6B 2J2,49.282941,-123.104299,gallery
North Huron Museum,273 Josephine Street,North Huron,ON,N0G 2W0,43.8932011,-81.3074161,museum
Bibliotheque Sainte-Rosalie,13 955 Avenue,Saint Hyacinthe,QC,J2R 1M9,45.6429007,-72.9055437,library or archives
Burnhamthorpe Auditorium (Etobicoke Musical Theatre Productions),500 The East Mall,Toronto,ON,M9B 2C4,43.64962968,-79.56184169,theatre/performance and concert hall
Quarry Park Heritage Arts Centre,166 Main Street,Stonewall,MB,R0C 2Z0,50.1305765,-97.3266531,museum
Biblioth¨¨que Florence-Guay (Saint-Patrice-De-Beaurivage),470 Du-Manoir,Saint Patrice de Beaurivage,QC,G0S 1B0,46.4107931,-71.2396336,library or archives
Basin Head Fisheries Museum,2 Souris Island,Lot 45,PE,C1A 1M6,46.4034729,-62.2466661,museum
Vancouver Biennale,290 3Rd Av W,Vancouver,BC,V5Y 1G1,49.268419,-123.110397,museum
Biblioth¨¨que De Saint-Pascal,470 Rue Notre-Dame,Saint Pascal,QC,G0L 3Y0,47.5303213,-69.8012616,library or archives
Southern Alberta Art Gallery,601 3 Ave S,Lethbridge,AB,T1J 0H4,49.6962094,-112.8385319,gallery
Pacific Museum of Earth,6339 Stores Road,Greater Vancouver A,BC,V6T 1Z4,49.2624508,-123.2523425,museum
Waterford Public Library,15 Main Street South,Norfolk County,ON,N0E 1Y0,42.93547172,-80.29024449,library or archives
Ajax Public Library - Mclean Branch,95 Magill Dr,Ajax,ON,L1T 3K7,43.8655872,-79.0369239,library or archives
Site Touristique Chute ¨¤ L'Ours,101 Ch Louis-Ovide-Bouchard,Normandin,QC,G8M 4S8,48.770481,-72.564668,theatre/performance and concert hall
Barry Padolsky & Associates,377 Dalhousie Street,Ottawa,ON,K1N 9N8,45.4277257,-75.6898155,heritage or historic site
Biblioth¨¨que De Notre-Dame-De-Lourdes,3971 Rue Principale,Notre Dame de Lourdes,QC,J0K 1K0,46.0989389,-73.4250545,library or archives
Artista Art & Antiques Ltd.,271 Lawrence Ave,Kelowna,BC,,49.88514231,-119.4974568,gallery
Orpheum Theatre,601 Smithe St,Vancouver,BC,V6B 5G1,49.279881,-123.12051,theatre/performance and concert hall
Maison Du Notaire,168 Notre-Dame Est,Trois Pistoles,QC,G0L 4K0,48.12738539,-69.17055812,gallery
Second City Training Centre (John Candy Box Theatre),70 Peter St,Toronto,ON,M5V 2G5,43.64625842,-79.39257685,theatre/performance and concert hall
Portstoronto Archives,60 Harbour Street,Toronto,ON,M5J 1B7,43.642121,-79.377662,library or archives
Laurentian Ski Museum,30 Rue Filion,Saint Sauveur,QC,J0R 1R0,45.895715,-74.159087,museum
George Fischer Photography Gallery,474 Queen St W,Toronto,ON,M5V 2B2,43.6481727,-79.4002362,gallery
Eastern Synod Evangelical Lutheran Church In Canada Archives,75 University Avenue West,Waterloo,ON,N2L 3C5,43.47358415,-80.52789292,library or archives
Bruce County Museum & Cultural Centre,33 Victoria St N,Saugeen Shores,ON,N0H 2L0,44.4956398,-81.3686585,museum
Bibliotheque Gabrielle-Giroux-Bertrand,608 Rue Du-Sud,Cowansville,QC,J2K 2Y1,45.2025626,-72.7474991,library or archives
Organization of Military Museums of Canada,2513 Beacon Avenue,Sidney,BC,V8L 3S8,48.6487992,-123.3961192,museum
Andrew And Laura Mccain Public Library,8 Mccain St,Florenceville Bristol,NB,E7L 3H6,46.4398914,-67.615172,library or archives
Bibliotheque De Contrecoeur,5000 Marie Route,Contrecoeur,QC,J0L 1C0,45.8573723,-73.2391441,library or archives
Grey Highlands,101 Highland Drive On,West Grey,ON,N0C 1E0,44.256642,-80.6545311,library or archives
Mcculloch House Museum,100 Haliburton Rd,Pictou,NS,B0K 1H0,45.67646232,-62.72245796,museum
Clarington Public Library - Courtice Branch,2950 Courtice Rd,Clarington,ON,L1E 2H8,43.9142495,-78.7791333,library or archives
Queen Elizabeth Theatre,650 Hamilton St,Vancouver,BC,V6B 5N6,49.28046,-123.113401,theatre/performance and concert hall
Age of Sail Heritage Centre,8334 209 Hwy,"Cumberland, Subd. A",NS,B0M 1T0,45.41471971,-64.55289505,museum
Keir Memorial Museum,20 Malpeque Island,Lot 18,PE,C0B 1M0,46.5372808,-63.6912945,museum
Delphi Custom Theatres Inc,3650 203A St,Langley,BC,,49.06830874,-122.6597014,theatre/performance and concert hall
Princeton & District Museum,25 Main Street South,Blandford Blenheim,ON,N0J 1V0,43.1667274,-80.5255509,museum
Chemainus Valley Museum,9799 Waterwheel Crescent,North Cowichan,BC,V0R 1K0,48.9231056,-123.7171931,museum
Lunenburg Art Gallery Society,79 Pelham Street,Lunenburg,NS,B0J 2C0,44.37707897,-64.31136427,gallery
Simply Steel Gallery,10723 124 Street Nw,Edmonton,AB,,53.55090321,-113.5354347,gallery
Biblioth¨¨que Jean-Paul-Bourque (L'Islet-Sur-Mer),16 Route Des-Pionniers Est,L'Islet,QC,G0R 2B0,47.1268072,-70.372357,library or archives
Brockville Museum,5 Henry St,Brockville,ON,K6V 6M4,44.58624815,-75.68655939,museum
Navillus Gallery,110 Davenport Rd,Toronto,ON,M5R 3R3,43.67407075,-79.39144939,gallery
Gallery Jones,1725 3Rd Av W,Vancouver,BC,V6J 1K7,49.2689012,-123.1438197,gallery
Doaktown Community-School Library,430 Main St,Doaktown,NB,E9C 1E8,46.5478915,-66.1491829,library or archives
Lonsdale Gallery,410 Spadina Ave,Toronto,ON,M5T 2G7,43.65611994,-79.39971661,gallery
Biblioth¨¨que De Sainte-Luce,1 Rue Langlois,Sainte Luce,QC,G0K 1P0,48.5462275,-68.3956088,library or archives
Glace Bay Public Library,121 Union Street,Cape Breton,NS,B1A 2P8,46.193877,-59.960754,library or archives
Mennonite Heritage Centre,600 Boulevard Shaftesbury,Winnipeg,MB,R3P 0M4,49.85716585,-97.23183907,library or archives
Centre Culturel De Pierrefonds,13850 Boulevard Gouin Ouest,Montr¨¦al,QC,H8Z 1X7,45.4969306,-73.8497928,art or cultural centre
Markham Museum,9350 Markham Road,Markham,ON,L3P 3J3,43.89358,-79.26513907,museum
La Pointe Sec - Espace Culturel,40 Rue 7¨¨me E,Saint Maxime du Mont Louis,QC,G0E 1T0,49.233609,-65.715305,theatre/performance and concert hall
Ni Vu Ni Cornu Workshop &#38; Gallery,10005 Royale Av,Sainte Anne de Beaupr¨¦,QC,G0A 3C0,47.0234637,-70.9307315,gallery
Mus¨¦e De La Nature,199 Rue De-La Montagne,Sainte Rose du Nord,QC,G0V 1T0,48.38743,-70.590368,museum
Bibliotheque Jean-Marc-Belzile,378 Rue Principale,Lachute,QC,J8H 1Y2,45.655448,-74.3392736,library or archives
Galerie Got Montr¨¦al,50 Rue St-Paul O,Montr¨¦al,QC,H2Y 1Y8,45.504866,-73.554138,gallery
University of Calgary Herbarium,2500 University Drive North,Calgary,AB,T2N 1N4,51.0774607,-114.1326646,museum
Millennium Library,251 Donald St,Winnipeg,MB,,49.89182379,-97.14187615,library or archives
Fort Langley Library,9167 Glover Road,Langley,BC,V1M 2R6,49.169014,-122.579297,library or archives
Old St. Edward's Anglican Church And Museum,34 Old Road,"Annapolis, Subd. A",NS,B0S 1E0,44.66361583,-65.60605202,museum
Perkins House Museum,105 Main St,Queens,NS,B0T 1K0,44.0403946,-64.712124,museum
Lunenburg Library,97 Kaulbach Street,Lunenburg,NS,B0J 2C0,44.377488,-64.313938,library or archives
